id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,total,percent_of_total,percent_excluding_air
87,0,2048054,4047123,6060893,8075244,10084326,10079273,10074196,10070336,10066775,10059764,10051900,10045155,10041910,10039655,10037008,10032873,10023686,10005812,9948156,9805689,9503763,8899546,7927056,6720182,6575164,6411073,6227764,6024509,5812968,5592303,5367867,5139531,5099638,5047001,4971711,4907337,4843751,4800691,4764581,4734627,4738106,4745169,4752236,4772212,4792467,4811133,4824354,4828339,4854406,4887766,4906779,4937509,4969243,5002112,5021113,5033809,5005555,4937920,4860983,4805530,4860771,4928327,4975166,5076566,5192938,5384261,5418729,5444852,5471432,5496669,5491489,5475032,5436696,5392007,5348495,5308454,5275695,5227668,5180625,5131095,5097297,5067493,5041353,5014281,4992834,4972310,4950199,4924167,4907609,4881081,4849139,4824781,4813968,4802075,4798761,4805848,5023136,5251577,5488760,5716507,5911095,6084084,6243726,6385981,7154219,7952567,8718392,9312915,9666734,9860054,9967370,10011900,10039007,10046635,10049735,10049846,10048346,10049648,10053859,10061323,10239950,10236835,8177369,6121657,4070779,2031329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821841130,67.0687241166,88.7358885538
0,0,0,50356,81663,115775,154927,159927,165000,168891,172406,179296,187083,193549,196525,198386,199260,199255,196073,185731,169674,152159,133311,121743,116732,109403,100781,95896,93460,91981,93336,94135,94475,3583750,3615476,3665306,3739988,3805532,3873744,3926599,3971439,4006713,4001363,3992759,3983949,3962903,3943337,3926837,3915375,4021364,3992849,3953899,3911829,3875487,3868021,3843346,3812163,3779393,3736851,3703446,3664139,3649557,3636922,3617150,3579290,3796350,3764663,3723404,3712913,3699981,3673625,3649320,3644363,3661048,3705883,3767347,3820945,3862400,3895356,3941442,3990217,3568957,3604055,3635433,3661679,3687412,3709355,3731489,3755228,3780751,3796772,3823285,3854879,3879477,3890282,3902401,3905581,5418541,5202334,4973912,4736792,4508932,4314073,4140019,3979120,3834794,3067319,2270193,1506287,913384,560700,367832,261080,227199,200176,192500,189346,189225,190647,189441,185141,177618,0,3125,12428,23455,25984,16356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299206211,24.4175888587,N/A
7,10240000,8191946,6142345,4097111,2048470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050077,4094718,6143114,8192247,10240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61440028,5.0139913144,6.6338070441
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,1740,11719,52750,179205,478858,1098207,2100442,3346096,3491621,3651140,3827376,4026998,4238646,4463582,4687727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35657197,2.9099087659,3.8499813938
88,0,0,0,0,0,0,0,0,0,0,10,102,369,708,1015,2853,6834,17574,35713,67581,99827,118869,110166,77993,39436,45868,53529,61047,64196,60852,53821,50789,47010,54077,54848,53491,51081,45018,34447,24745,18435,18640,17945,18267,18013,16026,12517,9332,6722,7019,7432,7724,8002,5952,3994,3770,20463,79434,179746,291234,388928,359143,307630,245156,182007,98382,140,20,0,0,0,20,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666022,0.2991763361,0.3958279864
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,172,1010,2319,4513,9670,17212,24358,26016,27831,29785,31884,33821,35696,37443,39038,40748,42465,44359,45753,47101,48127,49521,50236,51968,54068,55577,57070,58468,60154,61721,68706,70643,75490,97469,102754,80309,71881,83558,88873,101052,99614,103909,78034,62533,65436,72476,84294,76088,70112,46794,32694,32634,32430,44221,43483,37012,21192,10836,9781,9709,12552,10838,5568,4559,2485,2627,4134,3765,2244,576,589,301,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012468,0.2458411703,0.3252624077
89,0,0,12,49,131,277,280,255,213,230,284,333,332,292,294,282,276,291,297,324,316,277,238,205,197,214,208,225,166,103,127,131,1643,1885,1946,1796,1641,1622,1563,1412,1968,2027,1990,1886,1838,1644,1343,1310,1440,1508,1735,1709,1649,1578,1321,1355,1553,1769,1954,2219,2315,2173,2094,2334,2699,2874,2646,2431,1991,1698,1540,1440,1483,1445,1505,1347,1148,1076,947,957,1051,1141,1204,1140,1097,1144,1247,1422,1972,2128,2056,2305,2073,1942,1793,2222,3011,3200,3004,2826,2888,3118,4245,5621,7658,7290,5973,4010,2418,1370,978,418,269,221,302,318,311,399,379,431,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177391,0.014476506,0.0191532736
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47198,39787,45342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132329,0.0107990911,0.0142878361
51,0,0,6,34,101,189,314,320,346,321,372,334,348,321,383,352,353,377,302,277,310,231,268,226,184,184,187,189,137,137,197,166,1728,1165,1354,1401,1403,1518,1440,1342,1101,1083,1066,1165,1072,1126,1080,1018,971,803,815,961,940,874,829,886,836,856,876,1053,1178,648,742,726,464,598,540,1623,1850,1676,1475,1184,1181,1357,1515,1436,1412,1252,1232,1177,1068,979,1050,1052,990,926,941,805,786,1207,1402,1540,1524,1652,1536,1394,1287,470,562,625,713,798,647,569,520,196,242,271,324,322,350,346,372,349,327,357,315,366,343,347,316,0,22,65,87,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91880,0.0074981333,0.0099204739
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,491,1180,1255,426,3773,4478,2348,1512,3760,3688,1044,4792,5779,3736,1814,3244,3069,1333,2644,3150,2902,1590,2124,1884,609,1245,1118,1306,661,668,362,153,494,320,295,195,34,40,40,48,38,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70069,0.0057181835,0.007565495
