id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,total,percent_of_total,percent_excluding_air
0,0,0,36171,58078,81065,101036,101265,105284,110241,113496,114741,113093,111636,110972,112327,113966,114608,114365,111930,106391,95716,82920,74383,70238,66147,62250,58683,56425,54343,54006,55180,56214,3163659,3198819,3245143,3289656,3310797,3340705,3377072,3403391,3421251,3428161,3433417,3436341,3435076,3429605,3422582,3413757,2989782,2973528,2952646,2930603,2909656,2896066,2875459,2859593,2844414,2808153,2786860,2752929,2737962,2718559,2691216,2654407,2664626,2656675,2646300,2644635,2650600,2645514,2640025,2645329,2657657,2687396,2714972,2744568,2768252,2793409,2824587,2852819,2885188,2909019,2930400,2950385,2970371,2988126,3001147,3011697,3025042,3025051,3025467,3025296,3020499,3008079,3001113,2997946,3766870,3622469,3464020,3303086,3155750,3028526,2923684,2830556,2749236,2281596,1790422,1315908,960735,739679,616393,543502,1138395,1119580,1116371,1114390,1111563,1110666,1107763,1105217,1104294,990208,992342,998435,1005916,1007559,1001221,990208,6529532,6534144,6534144,6534144,6534144,6534144,6534144,6534144,6534144,6534144,6534144,6534144,6534144,6534144,6534144,6534144,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,6485504,1077785325,64.9155243105,N/A
87,0,1296897,2558674,3830749,5105635,6382427,6381913,6370599,6345481,6321918,6310018,6311862,6312796,6311974,6310168,6308464,6304958,6297898,6283675,6245400,6160723,5962220,5569237,4948230,4167103,4070528,3966797,3849635,3716583,3582343,3442057,3297227,3160698,3119857,3071518,3028727,3005892,2978627,2950140,2928541,2913072,2904222,2897555,2893350,2894455,2899654,2908262,2917545,2920932,2934770,2952429,2960007,2977992,3001128,3027253,3038807,3043297,3035165,3005423,2982229,2971204,3019192,3060690,3082864,3144303,3207890,3317092,3341738,3349769,3356410,3359579,3345737,3336936,3313893,3296176,3274304,3251459,3225442,3194550,3168317,3146444,3124522,3104661,3083851,3062647,3045842,3034783,3024443,3010785,3010269,3010123,3010003,3014917,3027576,3034430,3037996,3040411,3183950,3341394,3500926,3646954,3772726,3876239,3967725,4047163,4511364,4999084,5469558,5821638,6041449,6163010,6235702,6277131,6296208,6298696,6307244,6330084,6351713,6365714,6368188,6369070,6483875,6482049,5179261,3876838,2576785,1285313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511544035,30.8105412736,87.8181607908
7,6485504,5188607,3890390,2596339,1297879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297650,2592900,3891336,5189166,6485504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38915275,2.3438855788,6.6806914818
11,0,0,173,208,637,1703,2013,2073,2081,2182,5595,5416,5414,5554,5451,5454,5739,6715,14209,42092,119773,319118,725591,1372014,2180675,2275648,2378208,2494690,2629655,2766422,2906574,3049170,8281,8692,8836,8039,8024,8071,7474,7323,6575,6905,7174,6725,6272,6778,6295,6469,5880,5717,5738,5729,5735,5720,5590,5718,5809,5919,5677,5610,6169,6165,6426,6313,5574,6457,6550,6907,7544,6454,6747,6237,5895,6230,6062,5571,5537,5770,5568,5303,5201,5181,4812,4951,4906,4545,4384,4473,3976,4658,5050,5001,4873,4523,4406,4240,3839,3935,3859,3753,3980,3954,4063,4117,4057,4053,4269,4677,5106,5183,5429,5731,5554,5321,5530,5620,5637,5491,1775,1907,1759,1629,1311,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23827542,1.4351442222,4.0905391744
153,0,0,0,0,0,0,0,7227,27279,47491,54765,54679,54935,55958,56222,55180,55137,55601,55111,54162,53366,52263,48779,42119,34934,34591,34445,33738,32341,30750,30314,29332,27539,27216,26384,25893,26745,26071,25169,25279,25156,25529,25800,25285,24881,25262,25171,25612,25796,25823,25479,25822,26912,27562,26879,26293,26267,26187,26461,26505,26198,26557,27025,27035,27740,28392,28924,29236,28950,29313,29949,29616,28990,28513,29097,29026,28253,27822,27560,27314,27017,26332,26018,26557,27439,27076,26550,26577,27116,26451,25619,26176,26215,26287,26613,26104,26550,27947,29167,30780,31813,32947,33589,34508,35353,39399,42976,47685,51139,52770,54620,54715,54042,54175,54689,48037,28048,7474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681777,0.2217551852,0.6320607073
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1012,2421,3825,6709,11349,15530,16997,18622,20343,22126,23961,25468,27309,28522,29862,30957,31841,33064,34413,35775,36987,37738,39139,40543,42085,43426,44647,46177,47642,50240,52071,54803,68310,70120,60615,55173,60628,66345,80922,79546,81157,58176,41432,47474,51082,69377,63220,59810,38093,22276,21744,23741,34265,31370,24784,15490,7767,7845,8890,9667,8423,3589,2221,1235,1331,1864,1796,749,116,110,90,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236675,0.1347160023,0.3839761024
88,0,0,0,0,0,0,0,0,0,0,10,102,369,708,977,2065,4706,10480,20018,36169,53261,64796,60307,41040,20833,25242,28484,30481,30219,27828,25693,26034,27192,31651,32959,31679,31494,28239,20444,14738,12409,12108,11548,12330,12038,10198,7962,5570,3850,4504,5062,5427,5523,4219,2817,2115,8886,38467,90087,145325,194495,179644,158493,139248,119613,63080,160,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983436,0.1194632965,0.3405018721
89,0,0,5,47,138,163,123,111,166,184,152,145,146,147,108,144,164,213,216,124,119,127,152,158,125,112,127,95,102,84,121,77,853,824,932,997,951,874,840,783,927,1093,1071,1012,987,950,812,676,775,808,979,1049,882,885,843,793,971,1081,1062,1228,1281,1277,1103,1160,1372,1478,1483,1239,1028,830,716,766,788,893,825,711,631,565,612,526,516,705,647,700,609,593,561,872,1141,1361,1476,1349,1295,1358,1263,1568,1841,1728,1552,1417,1366,1696,2385,2985,4214,3762,3374,2317,1457,999,609,407,281,224,184,137,122,130,210,208,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99109,0.0059693824,0.0170143126
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,94,183,200,27,1,1,5,9,3,0,3,8,76,7,11,12,35,22,11,5,14,36,17,12,4,1,3,1,12,6,0,2,0,0,1,0,11,6,2,2,22,30,32483,29315,32979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95675,0.0057625509,0.0164247884
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,156,282,402,262,3019,3073,1032,1103,1870,1997,717,4203,4612,2497,1387,2868,2716,456,2404,2491,2131,998,1409,1204,279,828,861,1073,527,423,168,57,253,180,177,130,9,0,0,48,38,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48428,0.0029168415,0.0083137669
