id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,total,percent_of_total,percent_excluding_air
minecraft:netherrack,0,43742934,85133865,140484660,206375947,263077240,261862472,260595675,258959600,257415696,256369695,255735885,255143369,254590522,254045586,253352302,250010978,246998613,241767737,234654199,225502751,211646807,188391633,155574894,118238749,113082860,107885438,104210001,102700375,102499302,103409063,102890545,102827556,103442214,106324579,109757203,113644270,116572347,118049603,119140781,120160301,120578066,120578228,120279612,120170598,120473112,121081304,121722253,120964859,120981371,120800756,120407102,120209773,120330631,120640589,120818917,120911959,120329553,119471922,118445192,117636661,117317568,117338702,117464818,117882676,117217420,116550467,116172254,116348085,117213240,118510610,119611501,120100192,120005971,119717674,119418824,119581010,120243901,121134004,121927324,122165176,122306298,122252452,122132741,122143926,122318580,122470912,122338188,121087417,119857348,118521178,117403084,117020444,117742867,119048137,120456095,119935348,120389178,120538169,120605858,120965856,121761112,122884091,124093652,125943711,140050555,156404034,174893509,195006013,214088051,229776031,242061482,256880181,264780454,268949058,271608660,274276797,276567116,277908607,278562382,279185081,299174146,299130982,239856976,181002883,122043197,62032644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19617477603,50.2328846537,70.2679107461
minecraft:air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,364,1426,2516,119103170,119246993,119064606,118724172,118412687,118100576,117777807,117695437,117690681,117659872,117486530,117529942,117500079,117529078,117403807,117429731,118788315,118910254,119002896,119070491,119073267,119229619,119358425,119456138,119387132,119374855,119707407,120024104,120347256,120271501,119913078,119501158,124116785,124267306,124243210,124522629,124527162,124262774,123950786,123764294,123908500,124320242,124694020,125010523,124961884,124942126,124850287,124926818,119320535,119505835,119681003,119817555,119957527,120047250,120140143,120209662,120272950,120239155,120303883,120295718,120148374,119904378,119613165,119369050,159032461,159245420,159388457,159579735,159673480,159759240,159817089,159886990,159963830,139328583,114471228,86300237,57945283,34920065,19598387,10332366,6753251,1587525,133201,3449,224,0,2,1,0,0,0,0,0,0,0,0,9200580,9418240,9418240,9418240,9418240,9418240,9418240,9418240,9418240,9418240,9418240,9418240,9418240,9418240,9418240,9418240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9768065596,25.0122937466,N/A
minecraft:basalt,0,10259864,18718198,23017331,24053779,28809137,29600854,30080509,30289746,30408889,30522592,30644961,30767616,30899928,31038164,31152465,31131927,30757649,29890647,28735084,27767397,27363720,27261633,26413432,24120292,21362838,19106455,17490660,16364405,15588495,15256256,15326991,15245944,15066557,15273574,15525036,15759516,15942204,16036352,15970998,15853940,15411085,15203747,15226040,15336368,15410073,15464796,15481664,15408984,15064726,14907389,14838303,14912792,14990462,15070945,15045013,14989842,14701642,14565973,14554955,14730317,14994893,15239460,15433897,15562926,15163683,15068667,15246593,15512089,15703505,15738888,15559966,15286751,14754546,14548397,14607457,14745246,14817300,14741395,14618246,14441171,14110428,13995595,14046613,14120204,14140421,14061862,13908098,13676285,13513593,13642703,13963283,14277674,14498474,14550860,14434185,14243799,13554285,13103986,12921178,12887059,12840260,12710042,12506205,12277926,14669755,17902601,21608523,24794695,26315775,26284682,25333640,24111087,23367768,22631935,22097064,21727920,21506591,21452358,21539526,21695973,22991780,23119363,18027604,12502709,7123342,2705182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299471118,5.8880692907,8.2364835354
minecraft:lava,0,0,6121332,9744235,13689491,17940003,18731733,19515147,20271473,20985985,21768090,22392723,22986089,23525141,24015353,24462862,24881219,25271951,25695791,26688428,31389775,46545845,77689714,120950793,166619552,169495222,171789106,173388386,174499752,175117425,175551910,175628887,67651,276383,283924,201098,198499,197062,186505,174221,88958,172697,181638,183258,183940,182468,174391,156563,81554,140045,145364,155320,160321,161587,155062,148098,90067,230964,243908,198174,214191,226904,237316,239448,139570,232243,248317,254537,245536,217230,191842,170043,90701,184075,190547,191049,180926,162067,144634,131095,86792,144032,150150,146414,142420,133180,126563,117198,111652,233084,246999,255946,255457,240738,217515,197120,84560,141385,151201,151146,146643,134284,120472,111563,66193,69735,76259,85148,94927,106108,118152,126396,122376,126584,129237,129792,130993,131360,13243,12858,2678,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041457637,5.2273950851,7.3123041571
minecraft:bedrock,326607616,261284137,195968979,130645929,65323085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65323601,130669822,195979248,261277059,326607616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959687092,5.0180118791,7.0194099597
minecraft:cave_air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13666094,13688074,13814495,13829935,13854671,13866924,13894998,13916487,13929309,13926986,13936808,13923788,13912052,13910645,13917358,13928482,13933196,13922049,13910304,13910586,13908906,13920202,13920338,13914099,13920680,13890005,13865359,13839844,13830886,13833222,13847465,13854333,13871410,13851190,13842092,13834340,13836160,13869302,13904919,13912863,13925488,13896147,13870878,13849683,13850722,13852944,13854380,13853744,13858465,13843915,13838051,13850842,13855448,13857898,13857489,13865935,13866288,13838151,13800324,13771340,13731096,13705136,13694667,13672192,13651705,13622860,13595401,13559965,13524888,13491048,13466639,13429349,13382268,15108916,17170198,19466008,21681081,23375093,24373049,24832242,24939930,24997350,24718711,24291494,23815297,23283332,22703481,22076313,21396659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366875356,3.5000469216,N/A
minecraft:blackstone,0,60949,695568,3283192,7630787,11092074,11056943,10793312,10597209,10442446,10302364,10185008,10069706,9953947,9837454,9791213,10005156,10849703,12497408,14620871,16150318,15681883,12906143,9201647,5919528,5755994,5500456,5210805,4857540,4249550,3562257,3035803,3178596,3371980,3582340,3550475,3444943,3275878,3060698,2928220,2962695,3197961,3366063,3390032,3306714,3141458,2995558,2906834,2922574,3074531,3179100,3179505,3120460,2977864,2868117,2838202,2868116,2979221,3020874,3116021,3105953,3002156,2857898,2777042,2896053,3188689,3360642,3300018,3099861,2880189,2695226,2621313,2742128,2998811,3123435,3049522,2922423,2781827,2699794,2662953,2685619,2806505,2843708,2803282,2718317,2666860,2691475,2848807,3140098,3387877,3494282,3438995,3256791,2986926,2708752,2513668,2505458,2736313,2893398,2893854,2793491,2621818,2435591,2275085,2172165,2232791,2284824,2359732,2532434,2825293,3187559,3558335,3892304,4159668,4333531,4418162,4451001,4446610,4404136,4331263,4245351,4433173,4357271,3399435,2432202,1461829,592731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557026967,1.4263338003,1.995216816
minecraft:soul_sand,0,5626594,9854232,9211307,3586245,952468,688246,684999,684085,680587,680054,678736,674006,670730,682055,769658,1165327,2268667,4340847,6984745,9020938,8947341,6704743,3677668,1392333,1812216,2457807,3281454,3993205,4440806,4242663,4069653,3985778,3502173,3036133,3284410,3371045,3229015,2970037,2731853,2584692,2589749,2690793,2831542,2902178,2824483,2625192,2426404,2283111,2208181,2216501,2283402,2337480,2297670,2211136,2144510,2157976,2280829,2519282,2803006,3032492,3099095,3103635,3153753,3265774,3403732,3580006,3728103,3741302,3552420,3243590,2925874,2719159,2669034,2713164,2814747,2828205,2686403,2457732,2230788,2067024,1985731,1980231,2025840,2047961,2026866,2028080,2138935,2373803,2738292,3151826,3519993,3685833,3552085,3230474,2870318,2564077,2351480,2257556,2224550,2178527,2002169,1717571,1382872,1049625,2438973,4186814,6098575,7487506,7686178,6809065,5315431,3688642,2517937,1563818,887331,434576,145223,30104,3994,184,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349650569,0.8953218684,1.2524145801
minecraft:soul_soil,0,5599416,9778774,8964777,3086489,261153,2179,0,0,0,0,0,117,1347,14489,106074,508245,1630609,3720933,6417114,8500829,8484777,6294554,3315886,1105466,1432023,1694878,1862609,1891471,1766581,1805620,1952135,2232950,2544164,3013487,3270375,3375177,3253406,3010667,2751194,2587987,2582681,2680516,2817754,2881878,2788385,2587486,2388850,2244532,2169767,2188694,2256155,2319558,2283760,2199628,2126641,2135591,2267100,2496585,2779359,3013997,3100128,3099664,3149217,3266446,3382859,3534152,3686045,3712021,3525274,3207717,2902858,2702087,2645474,2695683,2799261,2823445,2688917,2453319,2222080,2053885,1972182,1967793,2017090,2031678,2003434,2006093,2126041,2372768,2744731,3157202,3507379,3661245,3515936,3195179,2842755,2543018,2341509,2244762,2203822,2153892,1985271,1699916,1375857,1046117,2415881,4173397,6101249,7479661,7696288,6797976,5293011,3652743,2490802,1551844,877733,421671,141819,29998,3997,143,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320943605,0.8218142728,1.1495890067
minecraft:magma_block,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,24,50,973,925026,3621180,8111550,12325232,14718388,15179160,15098453,15133480,15040471,14868861,14265947,11885937,7737453,3461977,735360,50583,45187,20566,45123,48344,48072,49343,48199,45176,42490,16499,35033,38306,41104,42601,41770,39163,36885,20088,40900,46394,50776,56855,57385,58828,57577,29870,59013,66303,65492,64398,56820,49675,43883,21919,49419,51291,51581,46919,42013,37129,32546,17812,37311,38400,36067,35675,33058,30905,28134,24505,58138,63525,66233,66861,63304,57582,51101,18419,36383,39931,39897,37049,32432,28595,25075,6489,5643,5277,5992,7284,8156,9771,10855,8203,8024,7956,7931,7286,7045,6480,5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156085744,0.3996761119,0.5590840652
